gender,player_id,name,program_id,program_name,group,grade,rating,matches,wins,expected_wins,wae,win_pct,s1_matches,s1_wins,s1_expected,s1_wae,punch_matches,punch_wins,punch_wae,max_upset_gap
boys,000348eaf47419e3,Tom Cervantes,Glenwood High|boys,Glenwood,1A,9,45.0,4,1,1.7769340488865,-0.7769340488865001,0.25,1.0,0.0,0.4127167181196585,-0.4127167181196585,0.0,0.0,0.0,
boys,0005caeb7f4890f2,Mark Mehta,Harrow School of Design and Engineering|boys,New Boston,Group 2,11,76.0,25,17,16.803091223050316,0.19690877694968367,0.68,25.0,17.0,16.803091223050316,0.19690877694968378,3.0,1.0,0.6219390081380519,-18.0
boys,0008e88a0410dd98,Emmanuel Bennett,Cortland|boys,Cortland,9A,9,50.0,22,9,9.049477072130454,-0.0494770721304546,0.4090909090909091,0.0,0.0,0.0,0.0,8.0,0.0,-0.9199554188636793,-27.0
boys,001c42194324eb38,Jayvion Cruz,Wales City|boys,Wales City,5A,9,61.0,1,1,0.9627613619944919,0.037238638005508085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
boys,00395f41f935ea14,Hezekiah Johnson,Ruby Stokes North|boys,Forks Harbor,8A,11,65.0,26,15,15.10797338000375,-0.10797338000375023,0.5769230769230769,1.0,1.0,0.7816626237737991,0.21833737622620086,0.0,0.0,0.0,
boys,00599d961c5a9c5f,Marcus Kuang,Brookmont|boys,Brookmont,7A,12,52.0,1,1,0.9000713549256215,0.09992864507437849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
boys,006c2701a3736987,Houssem En-Nesyri,Barlowe County High|boys,Barlowe County,4A,11,71.0,25,16,13.986666522857284,2.0133334771427163,0.64,10.0,5.0,4.419062863708786,0.5809371362912144,6.0,0.0,-0.4716227244553791,-29.0
boys,0070b36659dfddf8,Elijah Williams,Elk Run|boys,Elk Run,2A,11,51.0,18,4,7.864127806719776,-3.864127806719776,0.2222222222222222,0.0,0.0,0.0,0.0,2.0,0.0,-0.2526343986455314,-23.0
boys,0075d6efde8a263f,Zuriah Schoenfield,Fort Valois School of Public Service|boys,Sagebrush,Group 1,12,44.0,26,5,5.3852032645288155,-0.38520326452881526,0.19230769230769232,0.0,0.0,0.0,0.0,18.0,2.0,0.10774819349442344,-38.0
boys,007937f28c1825ed,Preston Odom,Fort Meriwether|boys,Fort Meriwether,5A,10,49.0,11,6,4.531094395603538,1.468905604396462,0.5454545454545454,0.0,0.0,0.0,0.0,4.0,0.0,-0.1669508308339852,-47.0
boys,008d816dfaf6597f,Hudson Thomas,Madrigal Maritime Academy|boys,Maritime,6A,12,57.0,23,12,10.437029155213853,1.5629708447861466,0.5217391304347826,23.0,12.0,10.437029155213853,1.5629708447861468,5.0,0.0,-0.632165909073471,-23.0
boys,00b22586d798b3b5,Brooks Feldmann,Delbarton|boys,Delbarton,7A,9,35.0,5,1,1.1784263279602953,-0.17842632796029528,0.2,0.0,0.0,0.0,0.0,3.0,0.0,-0.18944566084291337,-21.0
boys,00c991ed83dc87b5,David Lowe,Providence Academy Valley|boys,Meridian Valley,3A,12,70.0,25,16,13.923702501910576,2.0762974980894233,0.64,25.0,16.0,13.923702501910576,2.076297498089424,6.0,0.0,-0.5215824067785426,-29.0
boys,00ca7775f302bc99,Lincoln Buck,Andrés Valera North|boys,Pawnee,6A,9,54.0,10,7,6.83706531592141,0.16293468407859035,0.7,1.0,1.0,0.8685206260665029,0.13147937393349707,1.0,1.0,0.852725088099075,-11.0
boys,00d7858c42580930,Jesus Falcón,Silton Union|boys,Silton Ridge,1A,12,68.0,14,10,11.388613105576407,-1.3886131055764077,0.7142857142857143,1.0,0.0,0.7958768265192573,-0.7958768265192573,1.0,0.0,-0.16460842591585445,-10.0
boys,00de0cc4e5211a9a,Michael Perry,Edith Hart|boys,Bellarmine Prep,7A,9,67.0,9,6,6.38666458275905,-0.38666458275904936,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
boys,00e94e489020d189,Blake Duong,Star Valley Catholic|boys,Star Valley Catholic,Group 2,11,91.0,32,29,26.641623925052432,2.3583760749475684,0.90625,32.0,29.0,26.641623925052432,2.358376074947568,0.0,0.0,0.0,
boys,0107bfb500d00f62,Hezekiah Clapp,Coastal Christian|boys,Coastal Christian,1A,10,76.0,12,10,11.064374035691522,-1.0643740356915212,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
boys,0108201474b7bf25,Christian Bryant,Stanfield High|boys,Stanfield,1A,10,29.0,9,2,0.9168761830730676,1.0831238169269324,0.2222222222222222,0.0,0.0,0.0,0.0,8.0,1.0,0.49584053504659087,-35.0
boys,0113487ca2d1692a,Liam Blanchard,North Antler Regional|boys,North Antler Regional,2A,12,54.0,1,1,0.5872832818803415,0.4127167181196585,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
boys,01136fa9e91511ca,Tobias Heim,Juniper Ridge|boys,Juniper Ridge,5A,12,69.0,25,17,15.799043739681233,1.2009562603187671,0.68,1.0,1.0,0.9357623539669496,0.06423764603305038,2.0,1.0,0.4917023976790425,-11.0
boys,0115e15ca18c8002,Christopher Tinsley,Ashbury Central|boys,Tallulah Central,Group 1,12,66.0,4,1,2.997299564173635,-1.9972995641736349,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
boys,011b025f17d5d375,Elijah Dowdy,Steelhead Divide|boys,Steelhead Divide,3A,12,58.0,6,4,4.223160210383803,-0.2231602103838033,0.6666666666666666,1.0,0.0,0.6387378053466174,-0.6387378053466174,0.0,0.0,0.0,
boys,011f84af3eabe9c4,Hugo Quintanilla,Drayfield Foundry High|boys,Empire,Group 2,12,83.0,21,16,15.309931452428296,0.6900685475717038,0.7619047619047619,21.0,16.0,15.309931452428296,0.6900685475717037,1.0,0.0,-0.147274911900925,-11.0
boys,0133bc6986084230,Nolan Dow,Sluice Crossing|boys,Crossing,7A,12,31.0,3,0,0.3164545993605393,-0.3164545993605393,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.3164545993605393,-19.0
boys,01403f47c1cf5e47,Logan Stewart,Marian Cross|boys,Quail Hollow,Group 1,10,63.0,27,14,15.047858434260393,-1.0478584342603923,0.5185185185185185,1.0,0.0,0.7583357066563048,-0.7583357066563048,5.0,0.0,-0.274022579706499,-29.0
boys,0143edb317235197,Izaac Redmond,Maksim Karev|boys,Excelsior,4A,12,46.0,21,4,2.9883309535261446,1.0116690464738551,0.19047619047619047,21.0,4.0,2.9883309535261446,1.0116690464738554,15.0,3.0,1.921691573583366,-46.0
boys,014b9cf96367bea9,Charles Mans,Walter Hart North|boys,Wicomico,7A,11,34.0,2,0,0.5093425960725873,-0.5093425960725873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.11714520827205732,-13.0
boys,0158682c0fe76426,Rowdy Edris,Timber Crest|boys,Timber Crest,3A,12,46.0,23,3,3.205406642667353,-0.2054066426673533,0.13043478260869565,20.0,2.0,2.2037514310424773,-0.20375143104247728,19.0,2.0,0.5544468551711355,-46.0
boys,015c0a8c3b28ada4,Jesus Brooks,Odellville|boys,Odellville,1A,12,48.0,6,3,3.1084581199936085,-0.10845811999360855,0.5,0.0,0.0,0.0,0.0,1.0,0.0,-0.011673349247972697,-36.0
boys,016a6fce3ed55e9d,Rhyne Scanlon,Naylor City|boys,Naylor City,2A,10,48.0,25,6,4.458893465793992,1.5411065342060088,0.24,21.0,4.0,3.0301774488001523,0.9698225511998477,16.0,1.0,0.14029829841532546,-50.0
